CodeMixed_Arabic,pr_ar,cat_ar,CodeMixed_English,pr_en,cat_en,GroundTruth_Arabic,GroundTruth_English
"اللي معترض على إن الدكتورة علا تفضل موجودة يعمل
show of hands.",0.75,Arabic 67–100%,"By the show of hands
، مين مش عايز الدكتورة علا تفضل هنا؟",0.3846153846,English 34–66%,اللي معترض على إن الدكتورة علا تفضل موجودة يرفع إيده.,"By the show of hands, who doesn't want Dr. Ola here?"
"مش يلا
between us
بقى علشان الـ
sun
جامدة؟",0.6666666667,Arabic 67–100%,"Shall we
نروح؟
It's
علشان الشمس
getting hot.",0.625,English 34–66%,مش يلا بينا بقى علشان الشمس جامدة؟,Shall we? It's getting hot.
"خلينا رجالة في بعضينا، علشان الـ
captain Hassan
مايزعلش.",0.7777777778,Arabic 67–100%,"Let's stick together,
يا رجالة,
so
الكابتن
Hassan doesn't get mad.",0.7272727273,English 67–100%,خلينا رجالة في بعضينا، علشان الكابتن حسن ميزعلش.,"Let's stick together, us men, so Capt. Hassan doesn't get mad."
"كدا خلاص، كابتن حسن حطنا في
his mind
لحد آخر يوم.",0.8181818182,Arabic 67–100%,"I think
كابتن حسن هيعمل لنا
problems
لحد آخر يوم.",0.3,English 0–33%,كدا خلاص، كابتن حسن حطنا في دماغه لحد آخر يوم.,I think Capt. Hassan will give us a hard time.
"مش إنتي اللي كنتي
dying to
تروحي الـ
camp
تروحي الـ
camp
؟",0.6923076923,Arabic 67–100%,"Weren't you
اللي كنتي عايزة تروحي الكامب؟",0.2857142857,English 0–33%,مش إنتي اللي كنتي عايزة تروحي الكامب تروحي الكامب؟,Weren't you the one who was dying to come here?
"ولا لا كدا عاجب ولا كدا عاجب؟
It's like there's no winning with you.",0.5,Arabic 34–66%,"There's no winning
معاك، صح؟",0.6,English 34–66%,ولا لا كدا عاجب ولا كدا عاجب؟,"There's no winning with you, is there?"
"بقالنا كتير مقعدناش كدا
girls' night
، ومرغيناش بليل ونقعد
gossip.",0.7272727273,Arabic 67–100%,"It's been so long
مقعدناش كدا قعدة بنات، وقاعدين
chatting
وننَم.",0.4545454545,English 34–66%,بقالنا كتير مقعدناش كدا قعدة بنات، ومرغيناش بليل كدا ونقعد ننم.,"It's been so long since we had a girls' night, chatting and gossiping."
"طب أنا هخلص
later
عشان
Hassoun the Horrible
عايزنا في حاجة.",0.6363636364,Arabic 34–66%,"I'll finish
بعدين
because
حسون الملعون
needs us
في حاجة.",0.5,English 34–66%,طب أنا هخلص بعدين عشان حسون الملعون عايزنا في حاجة.,I'll finish this later because Hassoun the Horrible needs us there.
"أنا أسست الـ
camp
ده لما حصللي
incident
كده خلاني أعرف قد إيه أنا بعيد عن ياسين.",0.8823529412,Arabic 67–100%,"I founded
الـ
camp
ده
after incident
خلاني أعرف
how distant I am from
ياسين.",0.6666666667,English 67–100%,أنا أسست الكامب ده لما حصلي موقف كدا خلاني أعرف قد إيه أنا بعيد عن ياسين.,I founded this camp after a specific incident that showed me how distant I am from Yassin.
"تاني، الـ
reason
إن أنا أسست الـ
camp
ده، إن أنا حصل لي موقف كده
realized
قد إيه إن أنا بعيد عن ياسين.",0.8695652174,Arabic 67–100%,"Again, I founded
الـ
camp
ده
because
حاجة حصلت لي عرفتني قد إيه أنا بعيد عن ياسين.",0.2941176471,English 0–33%,تاني، السبب إن أنا أسست الكامب ده، إن أنا حصلي موقف كدا عرفت قد إيه إن أنا بعيد عن ياسين.,"Again, I founded this camp because something made me realize how distant I was from Yassin."
"وعشان كدا إحنا مطلوب مننا كرجالة، إن إحنا نقرب منهم و
know them better
ونتبسط معاهم بجد.",0.8235294118,Arabic 67–100%,"So, as
رجالة,
we have to
نبقى قريبين منهم ونتعرف عليهم أكتر
and
نتبسط معاهم بجد.",0.375,English 34–66%,وعشان كدا إحنا مطلوب مننا كرجالة، إن إحنا نقرب منهم ونعرفهم أكتر ونتبسط معاهم بجد.,"So, as men, we have to get closer to our kids, get to know them better, and really have fun with them."
"مش إن إحنا بقى نسيبهم كدا
all the time
مع أمهم.",0.7272727273,Arabic 67–100%,"Not just
نسيبهم مع أمهم طول الوقت.",0.2857142857,English 0–33%,مش إن إحنا بقى نسيبهم كدا طول الوقت مع أمهم.,Not just leave them with their moms all the time.
"قبل الـ
camp
، الولاد كان عندهم فرصة يكتبوا هما متوقعين إيه
from
باباهم.",0.8571428571,Arabic 67–100%,"Before coming here, the kids could
يكتبوا
what they expect
من باباهم.",0.75,English 67–100%,قبل الكامب، الولاد كان عندهم فرصة يكتبوا هما متوقعين إيه من باباهم.,"Before coming here, the kids could write down what they expect from their dads."
"أنا هقرا اللي
wrote
وه، لكن مش هقول مين
said
إيه.",0.8181818182,Arabic 67–100%,"I'll read
اللي كتبوه،
but
مش هقول
who
قال إيه.",0.4,English 34–66%,أنا هقرا اللي كتبوه، لكن مش هقول مين قال إيه.,"I'll read what they wrote, but I won't say who wrote what."
"طبعًا حضرتك ولادك هيتكلموا
about
باباهم مش عليكي إنتي.",0.8888888889,Arabic 67–100%,"Of course, your kids
هيكتبوا عن باباهم مش
about you.",0.6,English 34–66%,طبعًا حضرتك ولادك هيتكلموا على باباهم مش عليكي إنتي.,"Of course, your kids have written about their father, not about you."
"بس حضرتك ممكن تندهني
Dr. Hisham
لو ده هيعملك
feel better
يعني.",0.6666666667,Arabic 67–100%,"You can call me
دكتور هشام
if
ده هيخليك
feel better.",0.6363636364,English 34–66%,بس حضرتك ممكن تندهني دكتور هشام لو ده هيريح نفيستك يعني.,You can call me Dr. Hisham if it makes you feel better.
"هو باباكي معرفش يجي ولا
actually
إيه؟",0.8571428571,Arabic 67–100%,"Your dad
معرفش يجي,
huh?",0.6,English 34–66%,بس هو باباكي معرفش يجي ولا إيه؟,"Your dad couldn't come, huh?"
"إنت بقى اللي
your dad
حط القواعد الـ
stupid
دي كلها؟",0.7272727273,Arabic 67–100%,"So
إنت اللي باباك
made
كل القواعد المتخلفة دي؟",0.2222222222,English 0–33%,إنت بقى اللي باباك حط القواعد المتخلفة دي كلها؟,So your dad made all these stupid rules?
"أه، دي طريقته إنه يقول إنه
he loves me.",0.6666666667,Arabic 67–100%,"Yes,
دي طريقته إنه يعبر عن
his love for me.",0.5,English 34–66%,أه، دي طريقته إنه يقول إنه بيحبني.,Yes. It's his way of expressing his love for me.
"بيمارس
his favorite sport
وفي نفس الوقت بيتحكم في كل الناس اللي حواليه.",0.7692307692,Arabic 67–100%,"While practicing
هوايته المفضلة,
he controls
كل الناس اللي حواليه.",0.4,English 34–66%,وفي نفس الوقت بيمارس هوايته المفضلة بقى إنه يتحكم في كل الناس اللي حواليه.,"While practicing his favorite sport, he controls people."
"إبه إنتي
changed
ولا إيه يا زانزون؟",0.8571428571,Arabic 67–100%,"Come on
يا زانزون,
don't
تكوني
jealous.",0.5714285714,English 34–66%,إبه إنتي غيرتي ولا إيه يا زنزون؟,"Come on, Zanzoun. Don't be jealous."
"نفسي كمان يعمللي الـ
moussaka
اللي كان بيعملها
a lot.",0.7,Arabic 67–100%,"I wish
هو يعمللي المسقعة اللي كان دايمًا بي
cook.",0.3,English 0–33%,نفسي كمان يعملي المسقعة الي كان بيعملها كتير أوي.,I wish he would cook me the moussaka he loves to cook again.
"حد من الأولاد تاني كاتب نفسي بابا يرجع بدري من الـ
work
قبل ما
I sleep.",0.8125,Arabic 67–100%,"Another kid wrote
نفسي بابا يرجع بدري
from
الشغل
before I go to bed.",0.6428571429,English 34–66%,.حد من الأولاد تاني كاتب نفسي بابا يرجع بدري من الشغل قبل ما أنام,Another kid wrote I wish my dad would get home before I go to bed.
"لما قالي نجهز الـ
camp
ده، اتبسطت أوي إنه عايز
spend
وقت معايا لوحدي.",0.8571428571,Arabic 67–100%,"When he said
نقدر نـجهز الكامب هنا،
I was happy
إنه عايز يقضي وقت معايا لوحدي.",0.375,English 34–66%,لما قالي نجهز الكامب ده، اتبسطت أوي إنه عايز يقضي وقت معايا لوحدي.,"When he said we could come here, I was happy that he wanted to spend time with me alone."
"خصوصًا إن بقالنا كتير بعيد عن
some time.",0.75,Arabic 67–100%,"Especially since
احنا بعيد عن بعض
for quite a while.",0.6,English 34–66%,خصوصًا إن بقالنا كتير بعيد عن بعض.,Especially since we've been apart for quite some time.
"حاجة بقي يا جماعة كل الـ
kids
مشتركين فيها أو الأولاد.",0.9090909091,Arabic 67–100%,"I can see
حاجة
in common
بين
all
الـ أطفال.",0.6,English 34–66%,حاجة بقي يا جماعة كل الأطفال مشتركين فيها أو الأولاد,I can see one thing in common between all the kids.
"نحطها معانا في الإدارة ونرجعهم لكم وانتوا
leaving.",0.875,Arabic 67–100%,"We'll keep them
معانا في الإدارة
and
ترجعلكوا وانتوا ماشيين.",0.4,English 34–66%,نحطها معانا في الإدارة ونرجعهلكوا وإنتوا ماشيين.,"We'll keep them, and you'll get them back at the end."
"على فكرة، الأستاذ هشام
agreed
على كدا و
signed
على كدا.",0.8181818182,Arabic 67–100%,"By the way, Mr.
هشام اتفق على كدا و مضى عليه.",0.3636363636,English 34–66%,على فكرة، اللأستاذ هشام اتفق على كدا ومضى على كدا.,"By the way, Mr. Hisham agreed and signed to this."
"لا لا، أنا أؤكد لحضرتك إن
my kids
لا يمكن يكونوا كتبوا الكلام ده.",0.8571428571,Arabic 67–100%,"No, I can assure you
إن أولادي مستحيل يكونوا
wrote that.",0.6363636364,English 34–66%,لا لا، أنا أؤكد لحضرتك إن أنا ولادي لا يمكن يكونوا كتبوا الكلام ده.,"No, I can assure you that my kids didn't write that."
"يا فندم يعني هو كل الـ
mustaches
دي بالنسبالك إيه؟",0.9,Arabic 67–100%,"Ya fandem, what do you think
كل الشنبات دي بالنسبالك؟",0.6,English 34–66%,يا فندم يعني هو كل الشنبات دي بالنسبالك إيه؟,What do you think all these men do?
"طيب القانون بيقول إن أنا
I have the right
في
one last
مكالمة على فكرة.",0.6,Arabic 34–66%,"Okay, as
القانون بيقول,
I have the right to
مكالمة أخيرة على فكرة.",0.5384615385,English 34–66%,طيب القانون بيقول إن انا ليا الحق في مكالمة أخيرة على فكرة.,"Okay. As the law states, I have the right to make one call."
